PWN ID,English Lemmas,English Gloss,English Examples,Arabic lemmas or GAP,Arabic Gloss,Arabic Examples,Deleted lemmas,New lemmas,Phrase,(Synset after cleaning_cleaned lemmas) or GAP
1612560,noticed,being perceived or observed,an easily noticed effect on the rate of growth,"مَلْحُوظ, [جَلِيّ],[ مُلاحَظ]",شيء تم الانتباه إليه وإدراكه وبدا واضحاً,حضوره ملحوظ على وسائل التواصل الاجتماعي,"جَلِيّ, مُلاحَظ",,,مَلْحُوظ
1620077,subjective,taking place within the mind and modified by individual bias,a subjective judgment,"[شَخْصِي],[ غَيْر مَوْضُوعِي]، (ذاتي)",ما يتأثر أو يبنى على المعتقدات والأفكار والآراء الشخصية وليس على الحقائق,لا تطلق أحكاماً ذاتية على أشخاص لا تعرفهم جيداً,"شَخْصِي, غَيْر مَوْضُوعِي",ذاتي,,ذاتي
1636580,official,having official authority or sanction,official permission; an official representative,رَسْمِيّ,تمت الموافقة عليه وترتيبه من قبل السلطة ,عليك الحصول على إذن رسمي لزيارة البلاد.  موافقة رسمية بالسفر,,,,رَسْمِيّ
1645077,new,not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered,a new law; new cars; a new comet; a new friend; a new year; the New World,جَدِيد,ما أتى للوجود أو اكتُشِف مؤخراً ,تعرفت على صديق جديد. تم سن قانون جديد. اشتريت منزلاً جديداً,,,,جَدِيد
1651383,"young, immature",(used of living things especially persons) in an early period of life or development or growth,young people,"نَاشِئ, شَاب, يَافِع,[ حَدَث]",في المراحل الأولى للنمو والتطور,كرة القدم للناشئين. ما زال شاباً صغيراً. يافع بعمر الاثني عشر عاماً, حَدَث,,,"نَاشِئ, شَاب, يَافِع"
1664693,operational,of or intended for or involved in military operations,,"[تَشْغِيلِي],[ مُعَد لِلْتَنْفِيذ],< مُعَد لِلْعَمَلِيَّات الحَرْبِيَّة>, [جَاهِز لِلْعَمَل]",مرتبط بالجاهزية لتنفيذ العمليات العسكرية ,وحداتنا العسكرية جاهزة للعمليات الحربية,"تَشْغِيلِي, مُعَد لِلْتَنْفِيذ,جَاهِز لِلْعَمَل", مُعَد لِلْعَمَلِيَّات الحَرْبِيَّة,, مُعَد لِلْعَمَلِيَّات الحَرْبِيَّة
1665283,"inactive, nonoperational",not involved in military operations,,<غَيْر مُعَد لِلْعَمَلِيَّات الحَرْبِيَّة>,غير فعال ولا علاقة له بالعمليات العسكرية,هذه العربات غير معدة للعمليات الحربية,,غَيْر مُعَد لِلْعَمَلِيَّات الحَرْبِيَّة,,غَيْر مُعَد لِلْعَمَلِيَّات الحَرْبِيَّة
1683714,organic,relating or belonging to the class of chemical compounds having a carbon basis,hydrocarbons are organic compounds,عُضْوِي,ينتمي إلى المركبات الكبميائية التي تحوي الكربون في تركيبها الأساسي,الهيدروكربونات مثال على مركبات عضوية,,,,عُضْوِي
1684118,organic,being or relating to or derived from or having properties characteristic of living organisms,organic life; organic growth; organic remains found in rock,"عُضْوِي, عُضْوِيّ",له خصائص الكائنات الحية,وجدت بقايا عضوية أثناء الحفر. مختص في الحياة العضوية,,,,"عُضْوِي, عُضْوِيّ"
1691099,original,being or productive of something fresh and unusual; or being as first made or thought of,a truly original approach; with original music; an original mind,"[مُبْتَكَر], أَصْلِي, أَصِيْل, [جَدِيد]","موجود من البداية، أو ابتكره صاحب الفكرة، أو ما كان هو الأساس وليس النسخة أو التقليد",أحب سماع الموسيقى الأصلية وليس النسخ المحدثة. اشترِ البضاعة الأصلية واحذر التقليد,"مُبْتَكَر,جَدِيد",,," أَصْلِي, أَصِيْل"
1698676,covered,overlaid or spread or topped with or enclosed within something; sometimes used as a combining form,women with covered faces; covered wagons; a covered balcony,"[مَكْسُو],[ مَسْتُور],[ مُحَجَّب]., مُغَطَّى",وُضع عليه طبقة من شيء ما لتحميه أو تخفيه ,الجدار مغطى بطبقة عازلة. الطعام مغطى بورق الألمنيوم,"مَكْسُو, مَسْتُور, مُحَجَّب",,, مُغَطَّى
1712702,paid,marked by the reception of pay,paid work; a paid official; a paid announcement; a paid check,مَدْفُوع,تم الحصول عليه أو فعله مقابل المال,عمل مدفوع الأجر. بضاعة مدفوعة الثمن,,,,مَدْفُوع
1714268,unpaid,not paid,unpaid wages; an unpaid bill,<غَيْر مَدْفُوع>,عمل أو سلعة لم يتم دفع أجرها,الفاتورة غير مدفوعة بعد.  ,,غَيْر مَدْفُوع,,غَيْر مَدْفُوع
1715524,painful,causing physical or psychological pain,worked with painful slowness,"[مُحْزِن], مُؤْلِم,[ مَقِيت], مُوجِع",ما يسبب الأذى والألم الجسدي أو النفسي,جرح مؤلم. كلام موجع,"مُحْزِن, مَقِيت",,," مُؤْلِم, مُوجِع"
1722394,parallel,being everywhere equidistant and not intersecting,parallel lines never converge; concentric circles are parallel; dancers in two parallel rows,"[مُحَاذِي], مُتَوَازِي, مُوَاز",يسير جنباً إلى جنب بمحاذاة الشيء الآخر ولا يتقاطع معه أبداً,اصطف التلاميذ في رتلين متوازيين. المستقيمان الموازيان لبعضهما لا يتقاطعان,مُحَاذِي,,," مُتَوَازِي, مُوَاز"
1732158,past,earlier than the present time; no longer current,time past; his youth is past; this past Thursday; the past year,مَاضِي,"شيء أو زمن حدث وانتهى  قبل النقطة الحاضرة، ولم يعد موجوداً ",في مثل هذا اليوم منذ سنتين ماضيتين. أصبحت القصة من الماضي,,,,مَاضِي
1736519,future,yet to be or coming,some future historian will evaluate him,مُسْتَقْبَل,ما سيحدث أو يأتي لاحقاً,أطفال اليوم شباب الزمن المستقبل. ,,,,مُسْتَقْبَل
1737711,born,brought into existence,he was a child born of adultery,مَوْلُود,ما أتى إلى الوجود,طفل مولود ليصبح عالماً,,,,مَوْلُود
1768325,"preventive, preventative",tending to prevent or hinder,,وِقَائِي,ما يمنع أو يعيق أمراً لتجنب الخطر ,إجراءات وقائية ضد المرض,,,,وِقَائِي
1819670,political,involving or characteristic of politics or parties or politicians,"calling a meeting is a political act in itself""- Daniel Goleman; political pressure; a political machine; political office; political policy",سِيَاسِي,كل ما يخص الحكومة والدولة ونشاطاتها وما تديره داخلياً وخارجياً,أحزاب سياسية. نشطاء سياسيون. قضية سياسية,,,,سِيَاسِي
1819996,governmental,dealing with the affairs or structure of government or politics or the state,governmental policy,حُكُومِيّ,ما يخص سياسة الدولة وقضاياها وبنيتها  داخل البلاد,مدارس حكومية. دعم حكومي,,,,حُكُومِيّ
1826770,possible,capable of happening or existing,a breakthrough may be possible next year; anything is possible; warned of possible consequences,"[مُحْتَمَل], مُمْكِن, [جَائِز]",يمكن فعله أو حدوثه أو وجوده,ليس من الممكن إنجاز العمل اليوم أبداً. تغيرات ممكن حدوثها لاحقاً,"مُحْتَمَل,جَائِز",,, مُمْكِن
1829730,"stiff, strong, potent",having a strong physiological or chemical effect,a potent toxin; potent liquor; a potent cup of tea; a stiff drink,قَويّ,مؤثر وقوي بشكل كبير فيزيولوجياً أو كيميائياً,دواء قوي. مشروب قوي,,,,قَويّ
1831389,powerful,having great power or force or potency or effect,the most powerful government in western Europe; his powerful arms; a powerful bomb; the horse's powerful kick; powerful drugs; a powerful argument,"[عَظِيم], قَوِيّ, [جَبَّار]",ذو سلطة أو تأثير أو نفوذ كبير,نقاش قوي. حكومة قوية,"عَظِيم,جَبَّار",,, قَوِيّ
1340892,"calculated, deliberate, measured",carefully thought out in advance,a calculated insult; with measured irony,"[مُقَاس]،(مقصود)، (متعمد)",وُجدت نية فعله مسبقاً,كلام مقصود. محاولة متعمدة,مُقَاس,"مقصود,متعمد",,"مقصود,متعمد"
1871147,productive,producing or capable of producing (especially abundantly),productive farmland; his productive years; a productive collaboration,"[غَزِير الإِنْتَاج], مُنْتِج,[ وَافِر الإِنْتَاج], [خِصْب]",يمكنه إعطاء كمية وافرة من شيء ما,تعاون مثمر ومنتج. بقرة حلوب منتجة,"غَزِير الإِنْتَاج, وَافِر الإِنْتَاج,خِصْب",,, مُنْتِج
1872485,unproductive,not producing or capable of producing,elimination of high-cost or unproductive industries,"[غَيْر خِصْب], [غَيْر وَافِر الإِنْتَاج], [غَيْر غَزِير الإِنْتَاج],< غَيْرمُنْتِج>",غير قادر على إعطاء كمية وافرة من شيء ما,أصبحت الأرض غير منتجة بسبب الإهمال.,"غَيْر خِصْب,غَيْر وَافِر الإِنْتَاج,غَيْر غَزِير الإِنْتَاج", غَيْرمُنْتِج,, غَيْرمُنْتِج
1874674,professional,engaged in a profession or engaging in as a profession or means of livelihood,the professional man or woman possesses distinctive qualifications; began her professional career after the Olympics; professional theater; professional football; a professional cook; professional actors and athletes,"[مِهْنِيّ], مُحْتَرِف,[ اِحْتِرَافِيّ],[ حِرَفِيّ], [مَسْلَكِيّ]",يتم العمل به باحترافية كوسيلة لكسب الرزق,طاهٍ محترف. رياضي محترف,"مِهْنِيّ, اِحْتِرَافِيّ, حِرَفِيّ,مَسْلَكِيّ",,, مُحْتَرِف
1895355,proud,feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride,proud parents; proud of his accomplishments; a proud moment; proud to serve his country; a proud name; proud princes,"مُعْتَزّ, [مُفْتَخِر], فَخُور","كونك محترم لذاتك، وترى أنك تستحق الأفضل وأنك الأهم", معتز بنجاحي الكبير. فخور بإنجازك يا بني.,مُفْتَخِر,,,"مُعْتَزّ, فَخُور"
1920902,qualitative,involving distinctions based on qualities,qualitative change; qualitative data; qualitative analysis determines the chemical constituents of a substance or mixture,نَوْعِي,يخص صفات الشيء من حيث الجودة والسوء,اختلاف نوعي بين السلعتين. تغير نوعي للأفضل,,,,نَوْعِي
1921311,quantitative,expressible as a quantity or relating to or susceptible of measurement,export wheat without quantitative limitations; quantitative analysis determines the amounts and proportions of the chemical constituents of a substance or mixture,"كَمَّي, [مِقْدَارِي]",يخص الكميات بالأرقام,تحليل كمي. قيود كمية على الصادرات والواردات,مِقْدَارِي,,,كَمَّي
1933678,emotional,determined or actuated by emotion rather than reason,it was an emotional judgment,"[اِنْفِعَالِيّ], عَاطِفِيّ",ما يتعلق بالمشاعر والعواطف وليس بالعقل والحكمة,فكر جيداً ولا تطلق أحكاماً عاطفية ,اِنْفِعَالِيّ,,, عَاطِفِيّ
1935007,reactive,participating readily in reactions,sodium is a reactive metal; free radicals are very reactive,"تَفَاعُلِيّ,[ مُتَفَاعِل]",يتصف بكونه جاهزاً بقوة للتفاعلات الكيميائية,الصوديوم عنصر تفاعلي مع المعادن. ثاني أكسيد النيتروجين غاز تفاعلي قوي, مُتَفَاعِل,,,تَفَاعُلِيّ
1935999,unreactive,not reacting chemically,,"<لاتَفَاعُلي>,[ غَيْر مُتَفَاعِل]",يتصف بكونه لا يميل للتفاعلات الكيميائية,مذيبات كيميائية لا تفاعلية, غَيْر مُتَفَاعِل,لاتَفَاعُلي,,لاتَفَاعُلي
1939402,"real, existent",being or occurring in fact or actuality; having verified existence; not illusory,"real objects; real people; not ghosts; a film based on real life; a real illness; real humility; Life is real! Life is earnest!""- Longfellow","حَقِيقِي, وَاقِعِي","يجري أو يحدث في الواقع والحقيقة ، ووجوده مؤكد وليس وهماً",أشخاص حقيقيون وليسوا أشباحاً. المباني والشوارع والسيارات أشياء حقيقية,,,,"حَقِيقِي, وَاقِعِي"
1960457,treated,subjected to a physical (or chemical) treatment or action or agent,the sludge of treated sewage can be used as fertilizer; treated timbers resist rot; treated fabrics resist wrinkling,مُعَالَج,خاضع لمعالجة أو فعل أو عامل فيزيائي أو كيميائي يغير تركيبه ومفعوله كلياً بهدف تحسينه وإعادة استخدامه,عدسات معالجة لتعكس أشعة الشمس. مياه البحر المعالجة,,,,مُعَالَج
1961603,untreated,not subjected to chemical or physical treatment,an untreated fabric,<غَيْرُ مُعَالَج>,لم يخضع لأي معالجة أو عامل فيزيائي أو كيميائي يغير تركيبه,قماش خشن غير معالج,,غَيْرُ مُعَالَج,,غَيْرُ مُعَالَج
1972112,requested,asked for,the requested aid is forthcoming,"مَطْلُوب,[ مَنْشُود]",مطلوب فعله بشكل مهذب,اللباس الموحد مطلوب في العمل. , مَنْشُود,,,مَطْلُوب
1977842,regular,(used of the military) belonging to or engaged in by legitimate army forces,the regular army,نِظَامِيّ,ينتمي أو خاص  بقوات الجيش الشرعية التابعة للدولة,قوات الجيش النظامية,,,,نِظَامِيّ
2042235,right,in conformance with justice or law or morality,do the right thing and confess,"صَحِيح, [سَلِيم], صَائِب, [قَوِيم]",ما يتفق مع العدل أو القانون أو الأخلاق,تصرف صحيح. ليس من الصائب انتقاد الناس في غيابهم,"سَلِيم,قَوِيم",,,"صَحِيح, صَائِب"
2042744,wrong,contrary to conscience or morality or law,it is wrong for the rich to take advantage of the poor; cheating is wrong; it is wrong to lie,"[غَيْر مُنَاسِب], [مُخَالِف], خَاطِئ, <غَيْر صَالِح>, [طَالِح],[ فَاسِد]",ما يخالف الضمير أوالأخلاق أوالقانون,است الكذب فعل خاطئ. غلال الفقراء أمر غير صالح.,"غَيْر مُنَاسِب,مُخَالِف,طَالِح, فَاسِد",غَيْر صَالِح,," خَاطِئ,غَيْر صَالِح"
2048059,"circular, round",having a circular shape,,"[كُرَوِي],[ مُكَوَّر], مُسْتَدِير, دَائِرِي, [مَبْرُوم], [مُدَوَّر]",ما يتخذ شكل الدائرة, صنعت قرصاً مستديراً. سار في مسار دائري.,"كُرَوِي, مُكَوَّر,مَبْرُوم,مُدَوَّر",,," مُسْتَدِير, دَائِرِي"
2065233,safe,free from danger or the risk of harm,a safe trip; you will be safe here; a safe place; a safe bet,آمِن,"خال من الأخطار أو الأذى، أو لا يسبب أي ضرر",سأبقى هنا فالمكان آمن. ,,,,آمِن
2066198,"unsafe, dangerous",involving or causing danger or risk; liable to hurt or harm,a dangerous criminal; a dangerous bridge; unemployment reached dangerous proportions,خَطِر,يسبب الخطر أو الأذى,وصلت البطالة إلى مستويات خطرة. ابتعد عن التيارات البحرية الخطرة,,,,خَطِر
2069203,"salable, saleable",capable of being sold; fit for sale,saleable at a low price,"<قابِل للْبَيْع>, [رائِج]","جيد ومناسب للبيع، ويطلبه الناس للشراء",المنزل قابل للبيع بسعر جيد. ,رائِج,قابِل للْبَيْع,,قابِل للْبَيْع
2069762,"unsaleable, unsalable",impossible to sell,,كَاسِد,لا بيع فيه ولا شراء ولا أحد يقبل بشرائه,تجارة كاسدة. سوق كاسدة. ,,,,كَاسِد
2075880,same,same in identity,the same man I saw yesterday; never wore the same dress twice; this road is the same one we were on yesterday; on the same side of the street,"ذَاتَه, نَفْسَه, عَيْنَه",ما يتطابق مع الشيء في هويته,لا تتحدث بالموضوع ذاته كل يوم. لبسنا الثياب نفسها أنا وأختي.  هذا الشيء عينه الذي كنت ابحث عنه,,,,"ذَاتَه, نَفْسَه, عَيْنَه"
2091950,scientific,conforming with the principles or methods used in science,a scientific approach,عِلْمي,خاضع للقواعد والقوانين العلمية وليس للخيال أو العواطف,أسلوب علمي في شرح الدرس. طريقة بحث علمية,,,,عِلْمي
2107311,"older, sr., elder",used of the older of two persons of the same name especially used to distinguish a father from his son,"Bill Adams, Sr.","كُبْرَى, أَكْبَر","الشخص الأكبر سناً من بين اثنين لهما نفس الاسم، وغالباً بين الأب وابنه أو الأخ وأخيه",أخي الأكبر بثلاث سنوات.الشقيقة الكبرى,,,,"كُبْرَى, أَكْبَر"
2116958,separate,independent; not united or joint,a problem consisting of two separate issues; they went their separate ways; formed a separate church,"مُنْفَصِل, مُسْتَقِلّ", موجود أو حاصل بشكل منفصل عن غيره أو في مكان مختلف في الواقع,احتفظ باللحم في مكان منفصل عن باقي الطعام. تنقسم المدرسة إلى بناءين مستقلين,,,,"مُنْفَصِل, مُسْتَقِلّ"
2130856,selected,chosen in preference to another,,"مُنْتَقًى, [مُنْتَخَب], مُخْتَار",تم اختياره لتفضيله على الخيارات الأخرى,طعام منتقى. منزل مختار للسكن,مُنْتَخَب,,,"مُنْتَقًى, مُخْتَار"
2143325,"asexual, nonsexual",not having or involving sex,an asexual spore; asexual reproduction,"لاجِنْسِي,[ لاتَزَاوُجِي]",غياب وجود أمشاج ذكرية تلتقي مع أمشاج أنثوية حيث يصنع الكائن الحي المزيد من أمثاله دون حدوث تبادلات جينية,من طرق التكاثر اللاجنسي الانشطار الثنائي والتبرعم, لاتَزَاوُجِي,,,لاجِنْسِي
2233368,skilled,having or showing or requiring special skill,only the most skilled gymnasts make an Olympic team; a skilled surgeon has many years of training and experience; a skilled reconstruction of her damaged elbow; a skilled trade,"مَاهِر, مُتَمَكِّن, [مُتَمَرِّس], [بَارِع]",لديه القدرات المطلوبة للقيام بنشاط أو عمل ما بشكل ممتاز,والدتي ماهرة في خياطة الفساتين. إنه طاهٍ متمكن,"مُتَمَرِّس,بَارِع",,,"مَاهِر, مُتَمَكِّن"
2244586,smooth,having a surface free from roughness or bumps or ridges or irregularities,smooth skin; a smooth tabletop; smooth fabric; a smooth road; water as smooth as a mirror,"أَمْلَس, نَاعِم",له سطح خالٍ من الخشونة أو الثقوب أو الارتفاعات والانخفاضات المفاجئة,بشرة ملساء. نسيج ناعم,,,,"أَمْلَس, نَاعِم"
2266995,sold,disposed of to a purchaser,this merchandise is sold,"[مَبِيع], مُبَاع",تم التخلص منه لأحد المشترين,القطع المباعة لم تعد متوفرة.,مَبِيع,,, مُبَاع
2267791,solid,of definite shape and volume; firm; neither liquid nor gaseous,ice is water in the solid state,"صَلْب, جَامِد","له شكل وحجم محدد وثابت، ليس سائلاً ولا غازياً",الحديد مادة صلبة في حرارة الغرفة,,,,"صَلْب, جَامِد"
2269142,liquid,existing as or having characteristics of a liquid; especially tending to flow,water and milk and blood are liquid substances,"[مَائِع], سَائِل","ليس صلباً ولا غازياً، له خصائص السوائل، وبالأخص التي تميل للتدفق",الزئبق مادة سائلة في حرارة الغرفة,مَائِع,,, سَائِل
2270298,gaseous,existing as or having characteristics of a gas,steam is water is the gaseous state,غَازِيّ,"يتألف من غازات وله خصائص الغازات، ليس بسائل ولا صلب",بخار الماء هو حالة غازية,,,,غَازِيّ
2272771,soluble,(of a substance) capable of being dissolved in some solvent (usually water),,"[قابلٌ للذوَبان], ذَوَّاب",يمكنه أن يذوب وينحل في مذيب ما (غالباً يكون الماء),الملح ذواب في الماء,قابلٌ للذوَبان,,, ذَوَّاب
2286688,spirited,"displaying animation, vigor, or liveliness",,"<مُفْعَم بِالحَيَوِيَّة>, [نَشِيط]",يبدو عليه الحماس وممتلئ بالحركة والطاقة ,أداء رياضي مفعم بالحيوية,نَشِيط,مُفْعَم بِالحَيَوِيَّة,,مُفْعَم بِالحَيَوِيَّة
2289059,spiritless,lacking ardor or vigor or energy,a spiritless reply to criticism,"[وَاهِن], [خَائِر], فَاتِر، (<بلا روح>)",لا يبدو عليه الحماس والحيوية وتنقصه الطاقة والبهجة,كان رده فاتراً. أداء بلا روح,"وَاهِن,خَائِر",بلا روح,," فَاتِر ,بلا روح"
2292312,written,set down in writing in any of various ways,written evidence,"[مُؤَلَّف], مُدَوَّن, مَكْتُوب, كِتَابِيّ, [مَخْطُوط]",تم التعبير عنه بإحدى الطرق الكتابية المختلفة,قصيدة مدونة. وثيقة مكتوبة. اختبار كتابي. ,"مُؤَلَّف,مَخْطُوط",,," مُدَوَّن, مَكْتُوب, كِتَابِيّ"
2318575,straight,having no deviations,straight lines; straight roads across the desert; straight teeth; straight shoulders,مُسْتَقِيم,ليس له أي التفاتات أو انحرافات,شارع مستقيم عبر الصحراء,,,,مُسْتَقِيم
2322264,straight,free from curves or angles,a straight line,مُسْتَقِيم,خال من الانحناءات أو زوايا,خط هندسي مستقيم,,,,مُسْتَقِيم
2328781,strong,having strength or power greater than average or expected,a strong radio signal; strong medicine; a strong man,قَويّ,ذو تأثير أكبر من المعدل او المتوقع,دواء قوي سريع المفعول. رجل قوي يستطيع رفع الأثقال,,,,قَويّ
2359603,based,having a base,firmly based ice,"<مَبْنِي عَلَى>, <مُرْتَكِز عَلَى>",له قاعدة يرتكز عليها ليبقى ثابتاً,برامج مبنية على الحوار. جسر مرتكز على الأعمدة,,"مَبْنِي عَلَى,مُرْتَكِز عَلَى",,"مَبْنِي عَلَى,مُرْتَكِز عَلَى"
2366035,surprised,taken unawares or suddenly and feeling wonder or astonishment,surprised by her student's ingenuity; surprised that he remembered my name; a surprised expression,مُنْدَهِش,يبدي الدهشة بسبب حصول أمر مفاجئ لم يكن يتوقعه,مندهش من ذكاء الطفل. مندهش أن الآلة المعطلة عادت تعمل,,,,مُنْدَهِش
2386219,"synchronous, synchronal, synchronic",occurring or existing at the same time or having the same period or phase,"recovery was synchronous with therapy""- Jour.A.M.A.; a synchronous set of clocks; the synchronous action of a bird's wings in flight; synchronous oscillations",مُتَزَامِن,يحدث أو يتم فعله في نفس الوقت وفي مكانين منفصلين,الرفرفة المتزامنة لجناحي الطائر,,,,مُتَزَامِن
2393670,tall,great in vertical dimension; high in stature,tall people; tall buildings; tall trees; tall ships,"عَالِي، (طويل)",مرتفع بالمسافة رأسياً أكثر من المعدل الطبيعي,طفل طويل بعمر الخمس سنوات. بناء عالٍ يقترب من ناطحة السحاب,,طويل,,"عَالِي ,طويل"
2400702,tangible,(of especially business assets) having physical substance and intrinsic monetary value,tangible property like real estate; tangible assets such as machinery,مَادِّيّ,ذو قيمة مادية حقيقية جوهرية,ملكية مادية كالعقار. أصول مادية كالآليات,,,,مَادِّيّ
2401445,tasteful,having or showing or conforming to good taste,,"[طَيِّب المَذَاق], [لَذِيذ الطَّعْم], لَذِيذ",ذو مذاق جيد ومقبول,أحب هذا الصنف اللذيذ من الطعام,"طَيِّب المَذَاق,لَذِيذ الطَّعْم",,, لَذِيذ
2454161,touched,having come into contact,,"مَلْمُوس, مَمْسُوس",يكون على اتصال ملموس بشيء ما,الطعام المقدم غير ملموس بالأيدي. ما زال كل شيء على حاله ليس ممسوساً,,,,"مَلْمُوس, مَمْسُوس"
2469730,true,consistent with fact or reality; not false,"the story is true; it is undesirable to believe a proposition when there is no ground whatever for supposing it true""- B. Russell; the true meaning of the statement","حَقِيقِي, صَحِيح",متوافق مع الحقيقة أو الواقع..وليس خاطئاً أو زائفاً, القصة حقيقة حصلت منذ سنوات. هذه جملة صحيحة ومذكورة في الكتاب.,,,,"حَقِيقِي, صَحِيح"
2470951,false,not in accordance with the fact or reality or actuality,gave false testimony under oath; false tales of bravery,"مُزَوَّر, [مُضَلِّل], [خَاطِئ], زَائِف",غير متوافق مع الحقيقة أو الواقع ,شهادة مزورة في المحكمة. تفسير زائف للأحداث,"مُضَلِّل,خَاطِئ",,,"مُزَوَّر, زَائِف"
2488224,divided,separated into parts or pieces,opinions are divided,مُنْقَسِم,منفصل أو منقسم إلى أجزاء أو قطع,آراء الناس منقسمة بين مؤيد ومعارض. المدينة منقسمة إلى أربعة أجزاء,,,,مُنْقَسِم
2504394,downtown,"of or located in the lower part of a town, or in the business center",downtown Manhattan; delinquents roaming the downtown streets,"[قَلْبَ المَدِينَة], [وَسَط البَلَد], <وَسَطَ المَدِينَة>",واقع في مركز المدينة الشهير بكونه مركز الأعمال,أعمل في وسط المدينة لكني أعيش في الريف,"قَلْبَ المَدِينَة,وَسَط البَلَد",وَسَطَ المَدِينَة,,وَسَطَ المَدِينَة
2504601,used,employed in accomplishing something,"the principle of surprise is the most used and misused of all the principles of war""- H.H.Arnold & I.C.Eaker","[مُسْتَغَلّ],[ مُسْتَعْمَل], مُسْتَخْدَم",تم توظيفه لإنجاز غرض معين,أسلوب الحزم مستخدم مع جميع الموظفين,"مُسْتَغَلّ, مُسْتَعْمَل",,, مُسْتَخْدَم
2520120,vertebrate,having a backbone or spinal column,fishes and amphibians and reptiles and birds and mammals are verbetrate animals,"[فِقْرِي], فَقَارِيّ",يمتلك عموداً فقرياً أو هيكلاً عظمياً يسند الجسد ويثبته خاصة من فوق ,الطيور والثدييات حيوانات فقارية,فِقْرِي,,, فَقَارِيّ
2520331,"spineless, invertebrate",lacking a backbone or spinal column,worms are an example of invertebrate animals,لافَقَارِيّ,يفتقر إلى الهيكل العظمي أو العمود الفقري,"الديدان، الأخطبوط، والاسفنج أمثلة على حيوانات لا فقارية",,,,لافَقَارِيّ
2529611,volatile,evaporating readily at normal temperatures and pressures,volatile oils; volatile solvents,"طَيَّار, مُتَطَايِر",يتبخر بسهولة في درجات الحرارة والضغط الطبيعيين,زيوت عطرية طيارة,,,,"طَيَّار, مُتَطَايِر"
2530275,voluntary,of your own free will or design; not forced or compelled,man is a voluntary agent; participation was voluntary; voluntary manslaughter; voluntary generosity in times of disaster; voluntary social workers; a voluntary confession,"[اِخْتِيَارِي], [طَوْعِي], تَطَوُّعِي",نابع من رغبتك وإرادتك للقيام به دون إجبار ودون الحصول على مقابل مادي,خدمة عسكرية تطوعية. أعمال اجتماعية تطوعية,"اِخْتِيَارِي,طَوْعِي",,, تَطَوُّعِي
2537084,wanted,desired or wished for or sought,couldn't keep her eyes off the wanted toy; a wanted criminal; a wanted poster,"[مُبْتَغَى], [مُرَاد], مَطْلُوب",يُراد ويُرغب به ويُبحث عنه,تم القبض على المجرم المطلوب. توصلت إلى الحل المطلوب,"مُبْتَغَى,مُرَاد",,, مَطْلُوب
2542980,warm-blooded,having warm blood (in animals whose body temperature is internally regulated),,"[ثَابِث الحَرَارَة], <ذُو دَمّ حَار>",ذو دم درجة حرارته ثابتة داخلياً ولا تتغير بتغير البيئة والحرارة المحيطة,الثدييات والطيور ذوات دم حار,ثَابِث الحَرَارَة,ذُو دَمّ حَار,,ذُو دَمّ حَار
2543370,cold-blooded,having cold blood (in animals whose body temperature is not internally regulated),,"<بَارِد الدَّم>,[ مُتَغَيِّر الحرَارَة]",ذو دم بارد عند الحيوانات التي درجة حرارتها الداخلية غير ثابتة وتكتسب حرارتها من الجو المحيط أو من خلال بقائها نشيطة.,الثعابين والسحالي حيوانات ذات دم بارد, مُتَغَيِّر الحرَارَة,بَارِد الدَّم,,بَارِد الدَّم
2545349,increasing,becoming greater or larger,increasing prices,مُتَزَايِد,يصبح أكبر وأضخم بالعدد أو بالحجم,الإقبال كبير وأعداد الزوار متزايدة يوماً بعد يوم ,,,,مُتَزَايِد
2547212,decreasing,becoming less or smaller,,مُتَنَاقِص,يصبح أصغر وأقل بالعدد أو بالحجم,الطلب على البضاعة متناقص بسبب غلاء الأسعار,,,,مُتَنَاقِص
2552072,"ill, sick",affected by an impairment of normal physical or mental function,ill from the monotony of his suffering,مَرِيض,متأثر بضعف الوظائف الطبيعية جسدياً أو عقلياً,أدخل الشخص المريض إلى المستشفى للعلاج. ,,,,مَرِيض
2558087,wet,covered or soaked with a liquid such as water,a wet bathing suit; wet sidewalks; wet weather,"[مَبْلُول], مُبَلَّل, [رَطِب], مُبْتَلّ",مغطى بالماء أو سائل آخر,أرض مبلل بالماء. شعر مبتل بعد الاستحمام,"مَبْلُول,رَطِب",,," مُبَلَّل, مُبْتَلّ"
2562150,dry,free from liquid or moisture; lacking natural or normal moisture or depleted of water; or no longer wet,dry land; dry clothes; a dry climate; dry splintery boards; a dry river bed; the paint is dry,"جَاف, [مُجْدِب],[ قَاحِل]","خالٍ من أي سائل أو رطوبة، أو استنزفت منه المياه أو لم يعد مبللاً",أصبحت الملابس جافة بعد نشرها في الشمس. أصبح النهر جافاً بعد استنزاف المياه إلى المدينة,"مُجْدِب, قَاحِل",,,جَاف
2575716,willing,disposed or inclined toward,a willing participant; willing helpers,"رَاغِب, مُسْتَعِدّ",يريد شيئاً أو يريد فعل شيء بكل سعادة وحماس ورضا,راغب بالعمل التطوعي. مستعد للمهمات الصعبة,,,,"رَاغِب, مُسْتَعِدّ"
2610356,academic,associated with academia or an academy,the academic curriculum; academic gowns,"[جَامِعِي], أَكَادِيمِي",يخص الدراسات الجامعية والتعليم العالي,بحث أكاديمي. طالب أكاديمي,جَامِعِي,,, أَكَادِيمِي
